20,35,0,400,0,6
20,35,400,800,0,6
19,32,0,400,0,6
19,29,0,400,0,6
25,40,0,400,0,6
10,20,0,400,7,11
10,20,400,800,7,11
10,20,800,1000,7,11
20,35,800,1000,7,11
